cod_mun6,ano,populacao,municipio_ibge
260570,2005,26966,Floresta - PE
260570,2006,27368,Floresta - PE
260570,2008,27809,Floresta - PE
260570,2009,28100,Floresta - PE
260570,2011,29635,Floresta - PE
260570,2012,29973,Floresta - PE
260570,2013,31088,Floresta - PE
260570,2014,31454,Floresta - PE
260570,2015,31809,Floresta - PE
260570,2016,32152,Floresta - PE
260570,2017,32483,Floresta - PE
260570,2018,32556,Floresta - PE
260570,2019,32873,Floresta - PE
260570,2020,33184,Floresta - PE
260570,2021,33488,Floresta - PE
260570,2024,31627,Floresta - PE
260570,2025,31702,Floresta - PE
260580,2001,12846,Frei Miguelinho - PE
260580,2002,12742,Frei Miguelinho - PE
260580,2003,12633,Frei Miguelinho - PE
260580,2004,12403,Frei Miguelinho - PE
260580,2005,12276,Frei Miguelinho - PE
260580,2006,12149,Frei Miguelinho - PE
260580,2008,14692,Frei Miguelinho - PE
260580,2009,14855,Frei Miguelinho - PE
260580,2011,14394,Frei Miguelinho - PE
260580,2012,14492,Frei Miguelinho - PE
260580,2013,14932,Frei Miguelinho - PE
260580,2014,15036,Frei Miguelinho - PE
260580,2015,15137,Frei Miguelinho - PE
260580,2016,15234,Frei Miguelinho - PE
260580,2017,15328,Frei Miguelinho - PE
260580,2018,15366,Frei Miguelinho - PE
260580,2019,15457,Frei Miguelinho - PE
260580,2020,15546,Frei Miguelinho - PE
260580,2021,15633,Frei Miguelinho - PE
260580,2024,14070,Frei Miguelinho - PE
260580,2025,14055,Frei Miguelinho - PE
260590,2001,24558,Gameleira - PE
260590,2002,24921,Gameleira - PE
260590,2003,25347,Gameleira - PE
260590,2004,26241,Gameleira - PE
260590,2005,26736,Gameleira - PE
260590,2006,27227,Gameleira - PE
260590,2008,27489,Gameleira - PE
260590,2009,27823,Gameleira - PE
260590,2011,28213,Gameleira - PE
260590,2012,28503,Gameleira - PE
260590,2013,29515,Gameleira - PE
260590,2014,29829,Gameleira - PE
260590,2015,30132,Gameleira - PE
260590,2016,30426,Gameleira - PE
260590,2017,30709,Gameleira - PE
260590,2018,30780,Gameleira - PE
260590,2019,31052,Gameleira - PE
260590,2020,31318,Gameleira - PE
260590,2021,31578,Gameleira - PE
260590,2024,17973,Gameleira - PE
260590,2025,17583,Gameleira - PE
260600,2001,119336,Garanhuns - PE
260600,2002,120781,Garanhuns - PE
260600,2003,122188,Garanhuns - PE
260600,2004,125141,Garanhuns - PE
260600,2005,126776,Garanhuns - PE
260600,2006,128398,Garanhuns - PE
260600,2008,130154,Garanhuns - PE
260600,2009,131313,Garanhuns - PE
260600,2011,130303,Garanhuns - PE
260600,2012,131169,Garanhuns - PE
260600,2013,135138,Garanhuns - PE
260600,2014,136057,Garanhuns - PE
260600,2015,136949,Garanhuns - PE
260600,2016,137810,Garanhuns - PE
260600,2017,138642,Garanhuns - PE
260600,2018,138983,Garanhuns - PE
260600,2019,139788,Garanhuns - PE
260600,2020,140577,Garanhuns - PE
260600,2021,141347,Garanhuns - PE
260600,2024,151064,Garanhuns - PE
260600,2025,151803,Garanhuns - PE
260610,2001,27632,Glória do Goitá - PE
260610,2002,27711,Glória do Goitá - PE
260610,2003,27784,Glória do Goitá - PE
260610,2004,27937,Glória do Goitá - PE
260610,2005,28021,Glória do Goitá - PE
260610,2006,28105,Glória do Goitá - PE
260610,2008,28243,Glória do Goitá - PE
260610,2009,28289,Glória do Goitá - PE
260610,2011,29132,Glória do Goitá - PE
260610,2012,29241,Glória do Goitá - PE
260610,2013,30000,Glória do Goitá - PE
260610,2014,30111,Glória do Goitá - PE
260610,2015,30220,Glória do Goitá - PE
260610,2016,30324,Glória do Goitá - PE
260610,2017,30425,Glória do Goitá - PE
260610,2018,30504,Glória do Goitá - PE
260610,2019,30604,Glória do Goitá - PE
260610,2020,30751,Glória do Goitá - PE
260610,2021,30847,Glória do Goitá - PE
260610,2024,30370,Glória do Goitá - PE
260610,2025,30420,Glória do Goitá - PE
260620,2001,71940,Goiana - PE
260620,2002,72656,Goiana - PE
260620,2003,73342,Goiana - PE
260620,2004,74782,Goiana - PE
260620,2005,75579,Goiana - PE
260620,2006,76371,Goiana - PE
260620,2008,74182,Goiana - PE
260620,2009,74424,Goiana - PE
260620,2011,75987,Goiana - PE
260620,2012,75902,Goiana - PE
260620,2013,77945,Goiana - PE
260620,2014,78287,Goiana - PE
260620,2015,78618,Goiana - PE
260620,2016,78940,Goiana - PE
260620,2017,79249,Goiana - PE
260620,2018,79455,Goiana - PE
260620,2019,79758,Goiana - PE
260620,2020,80055,Goiana - PE
260620,2021,80345,Goiana - PE
260620,2024,85160,Goiana - PE
260620,2025,85497,Goiana - PE
260630,2001,6123,Granito - PE
260630,2002,6144,Granito - PE
260630,2003,6160,Granito - PE
260630,2004,6194,Granito - PE
260630,2005,6212,Granito - PE
260630,2006,6230,Granito - PE
260630,2008,6882,Granito - PE
260630,2009,6955,Granito - PE
260630,2011,6913,Granito - PE
260630,2012,6968,Granito - PE
260630,2013,7191,Granito - PE
260630,2014,7251,Granito - PE
260630,2015,7308,Granito - PE
260630,2016,7363,Granito - PE
260630,2017,7417,Granito - PE
260630,2018,7435,Granito - PE
260630,2019,7486,Granito - PE
260630,2020,7537,Granito - PE
260630,2021,7586,Granito - PE
260630,2024,7206,Granito - PE
260630,2025,7217,Granito - PE
260640,2001,67906,Gravatá - PE
260640,2002,68491,Gravatá - PE
260640,2003,69056,Gravatá - PE
260640,2004,70243,Gravatá - PE
260640,2005,70899,Gravatá - PE
260640,2006,71551,Gravatá - PE
260640,2008,74548,Gravatá - PE
260640,2009,75229,Gravatá - PE
260640,2011,77164,Gravatá - PE
260640,2012,77845,Gravatá - PE
260640,2013,80450,Gravatá - PE
260640,2014,81182,Gravatá - PE
260640,2015,81893,Gravatá - PE
260640,2016,82579,Gravatá - PE
260640,2017,83241,Gravatá - PE
260640,2018,83437,Gravatá - PE
260640,2019,84074,Gravatá - PE
260640,2020,84699,Gravatá - PE
260640,2021,85309,Gravatá - PE
260640,2024,91887,Gravatá - PE
260640,2025,92429,Gravatá - PE
260650,2001,17580,Iati - PE
260650,2002,17503,Iati - PE
260650,2003,17415,Iati - PE
260650,2004,17232,Iati - PE
260650,2005,17130,Iati - PE
260650,2006,17029,Iati - PE
260650,2008,18304,Iati - PE
260650,2009,18350,Iati - PE
260650,2011,18412,Iati - PE
260650,2012,18462,Iati - PE
260650,2013,18913,Iati - PE
260650,2014,18962,Iati - PE
260650,2015,19010,Iati - PE
260650,2016,19056,Iati - PE
260650,2017,19100,Iati - PE
260650,2018,19152,Iati - PE
260650,2019,19197,Iati - PE
260650,2020,19241,Iati - PE
260650,2021,19284,Iati - PE
260650,2024,17605,Iati - PE
260650,2025,17570,Iati - PE
260660,2001,23857,Ibimirim - PE
260660,2002,23549,Ibimirim - PE
260660,2003,23181,Ibimirim - PE
260660,2004,22410,Ibimirim - PE
260660,2005,21984,Ibimirim - PE
260660,2006,21560,Ibimirim - PE
260660,2008,28605,Ibimirim - PE
260660,2009,29018,Ibimirim - PE
260660,2011,27155,Ibimirim - PE
260660,2012,27349,Ibimirim - PE
260660,2013,28197,Ibimirim - PE
260660,2014,28403,Ibimirim - PE
260660,2015,28604,Ibimirim - PE
260660,2016,28798,Ibimirim - PE
260660,2017,28985,Ibimirim - PE
260660,2018,29055,Ibimirim - PE
260660,2019,29235,Ibimirim - PE
260660,2020,29412,Ibimirim - PE
260660,2021,29585,Ibimirim - PE
260660,2024,28760,Ibimirim - PE
260660,2025,28825,Ibimirim - PE
260670,2001,7420,Ibirajuba - PE
260670,2002,7415,Ibirajuba - PE
260670,2003,7404,Ibirajuba - PE
260670,2004,7382,Ibirajuba - PE
260670,2005,7369,Ibirajuba - PE
260670,2006,7357,Ibirajuba - PE
260670,2008,7803,Ibirajuba - PE
260670,2009,7833,Ibirajuba - PE
260670,2011,7542,Ibirajuba - PE
260670,2012,7549,Ibirajuba - PE
260670,2013,7714,Ibirajuba - PE
260670,2014,7719,Ibirajuba - PE
260670,2015,7725,Ibirajuba - PE
260670,2016,7730,Ibirajuba - PE
260670,2017,7735,Ibirajuba - PE
260670,2018,7756,Ibirajuba - PE
260670,2019,7762,Ibirajuba - PE
260670,2020,7768,Ibirajuba - PE
260670,2021,7773,Ibirajuba - PE
260670,2024,7344,Ibirajuba - PE
260670,2025,7334,Ibirajuba - PE
260680,2001,83424,Igarassu - PE
260680,2002,85174,Igarassu - PE
260680,2003,86519,Igarassu - PE
260680,2004,89342,Igarassu - PE
260680,2005,90904,Igarassu - PE
260680,2006,92455,Igarassu - PE
260680,2008,98601,Igarassu - PE
260680,2009,100191,Igarassu - PE
260680,2011,103537,Igarassu - PE
260680,2012,105003,Igarassu - PE
260680,2013,109322,Igarassu - PE
260680,2014,110917,Igarassu - PE
260680,2015,112463,Igarassu - PE
260680,2016,113956,Igarassu - PE
260680,2017,115398,Igarassu - PE
260680,2018,115640,Igarassu - PE
260680,2019,117019,Igarassu - PE
260680,2020,118370,Igarassu - PE
260680,2021,119690,Igarassu - PE
260680,2024,122312,Igarassu - PE
260680,2025,123017,Igarassu - PE
260688,2009,2606885,
260690,2001,11514,Iguaracy - PE
260690,2002,11538,Iguaracy - PE
260690,2003,11562,Iguaracy - PE
260690,2004,11613,Iguaracy - PE
260690,2005,11641,Iguaracy - PE
260690,2006,11669,Iguaracy - PE
260690,2008,12322,Iguaracy - PE
260690,2009,12397,Iguaracy - PE
260690,2011,11802,Iguaracy - PE
260690,2012,11824,Iguaracy - PE
260690,2013,12097,Iguaracy - PE
260690,2014,12117,Iguaracy - PE
260690,2015,12137,Iguaracy - PE
260690,2016,12156,Iguaracy - PE
260690,2017,12175,Iguaracy - PE
260690,2018,12209,Iguaracy - PE
260690,2019,12228,Iguaracy - PE
260690,2020,12247,Iguaracy - PE
260690,2021,12265,Iguaracy - PE
260690,2024,11366,Iguaracy - PE
260690,2025,11347,Iguaracy - PE
260700,2001,13513,Inajá - PE
260700,2002,13753,Inajá - PE
260700,2003,13973,Inajá - PE
260700,2004,14433,Inajá - PE
260700,2005,14688,Inajá - PE
260700,2006,14942,Inajá - PE
260700,2008,14605,Inajá - PE
260700,2009,14729,Inajá - PE
260700,2011,19527,Inajá - PE
260700,2012,19957,Inajá - PE
260700,2013,21003,Inajá - PE
260700,2014,21475,Inajá - PE
260700,2015,21932,Inajá - PE
260700,2016,22374,Inajá - PE
260700,2017,22801,Inajá - PE
260700,2018,22840,Inajá - PE
260700,2019,23247,Inajá - PE
260700,2020,23645,Inajá - PE
260700,2021,24034,Inajá - PE
260700,2024,27488,Inajá - PE
260700,2025,27758,Inajá - PE
260710,2001,4583,Ingazeira - PE
260710,2002,4596,Ingazeira - PE
260710,2003,4609,Ingazeira - PE
260710,2004,4637,Ingazeira - PE
260710,2005,4653,Ingazeira - PE
260710,2006,4668,Ingazeira - PE
260710,2008,4565,Ingazeira - PE
260710,2009,4561,Ingazeira - PE
260710,2011,4491,Ingazeira - PE
260710,2012,4486,Ingazeira - PE
260710,2013,4570,Ingazeira - PE
260710,2014,4563,Ingazeira - PE
260710,2015,4556,Ingazeira - PE
260710,2016,4549,Ingazeira - PE
260710,2017,4542,Ingazeira - PE
260710,2018,4554,Ingazeira - PE
260710,2019,4548,Ingazeira - PE
260710,2020,4543,Ingazeira - PE
260710,2021,4537,Ingazeira - PE
260710,2024,4959,Ingazeira - PE
260710,2025,4975,Ingazeira - PE
260720,2001,60925,Ipojuca - PE
260720,2002,62197,Ipojuca - PE
260720,2003,63550,Ipojuca - PE
260720,2004,66390,Ipojuca - PE
260720,2005,67963,Ipojuca - PE
260720,2006,69523,Ipojuca - PE
260720,2008,74059,Ipojuca - PE
260720,2009,75512,Ipojuca - PE
260720,2011,82277,Ipojuca - PE
260720,2012,83862,Ipojuca - PE
260720,2013,87926,Ipojuca - PE
260720,2014,89660,Ipojuca - PE
260720,2015,91341,Ipojuca - PE
260720,2016,92965,Ipojuca - PE
260720,2017,94533,Ipojuca - PE
260720,2018,94709,Ipojuca - PE
260720,2019,96204,Ipojuca - PE
260720,2020,97669,Ipojuca - PE
260720,2021,99101,Ipojuca - PE
260720,2024,105638,Ipojuca - PE
260720,2025,106539,Ipojuca - PE
260730,2001,23483,Ipubi - PE
260730,2002,23423,Ipubi - PE
260730,2003,23600,Ipubi - PE
260730,2004,23971,Ipubi - PE
260730,2005,24177,Ipubi - PE
260730,2006,24381,Ipubi - PE
260730,2008,26973,Ipubi - PE
260730,2009,27353,Ipubi - PE
260730,2011,28510,Ipubi - PE
260730,2012,28887,Ipubi - PE
260730,2013,30037,Ipubi - PE
260730,2014,29338,Ipubi - PE
260730,2015,29721,Ipubi - PE
260730,2016,30091,Ipubi - PE
260730,2017,30447,Ipubi - PE
260730,2018,30512,Ipubi - PE
260730,2019,30854,Ipubi - PE
260730,2020,31187,Ipubi - PE
260730,2021,31515,Ipubi - PE
260730,2024,30603,Ipubi - PE
260730,2025,30720,Ipubi - PE
260740,2001,3734,Itacuruba - PE
260740,2002,3758,Itacuruba - PE
260740,2003,3799,Itacuruba - PE
260740,2004,3885,Itacuruba - PE
260740,2005,3933,Itacuruba - PE
260740,2006,3980,Itacuruba - PE
260740,2008,4297,Itacuruba - PE
260740,2009,4358,Itacuruba - PE
260740,2011,4423,Itacuruba - PE
260740,2012,4475,Itacuruba - PE
260740,2013,4643,Itacuruba - PE
260740,2014,4700,Itacuruba - PE
260740,2015,4754,Itacuruba - PE
260740,2016,4807,Itacuruba - PE
260740,2017,4858,Itacuruba - PE
260740,2018,4869,Itacuruba - PE
260740,2019,4918,Itacuruba - PE
260740,2020,4966,Itacuruba - PE
260740,2021,5013,Itacuruba - PE
260740,2024,4490,Itacuruba - PE
260740,2025,4491,Itacuruba - PE
260750,2001,26738,Itaíba - PE
260750,2002,26727,Itaíba - PE
260750,2003,26693,Itaíba - PE
260750,2004,26623,Itaíba - PE
260750,2005,26584,Itaíba - PE
260750,2006,26545,Itaíba - PE
260750,2008,27576,Itaíba - PE
260750,2009,27631,Itaíba - PE
260750,2011,26215,Itaíba - PE
260750,2012,26175,Itaíba - PE
260750,2013,26651,Itaíba - PE
260750,2014,26462,Itaíba - PE
260750,2015,26412,Itaíba - PE
260750,2016,26362,Itaíba - PE
260750,2017,26314,Itaíba - PE
260750,2018,26390,Itaíba - PE
260750,2019,26349,Itaíba - PE
260750,2020,26308,Itaíba - PE
260750,2021,26268,Itaíba - PE
260750,2024,33691,Itaíba - PE
260750,2025,33995,Itaíba - PE
260760,2001,16376,Ilha de Itamaracá - PE
260760,2002,16753,Ilha de Itamaracá - PE
260760,2003,17168,Ilha de Itamaracá - PE
260760,2004,18040,Ilha de Itamaracá - PE
260760,2005,18522,Ilha de Itamaracá - PE
260760,2006,19001,Ilha de Itamaracá - PE
260760,2008,18412,Ilha de Itamaracá - PE
260760,2009,18658,Ilha de Itamaracá - PE
260760,2011,22347,Ilha de Itamaracá - PE
260760,2012,22794,Ilha de Itamaracá - PE
260760,2013,23923,Ilha de Itamaracá - PE
260760,2014,24413,Ilha de Itamaracá - PE
260760,2015,24888,Ilha de Itamaracá - PE
260760,2016,25346,Ilha de Itamaracá - PE
260760,2017,25789,Ilha de Itamaracá - PE
260760,2018,25836,Ilha de Itamaracá - PE
260760,2019,26258,Ilha de Itamaracá - PE
260760,2020,26672,Ilha de Itamaracá - PE
260760,2021,27076,Ilha de Itamaracá - PE
260760,2024,25529,Ilha de Itamaracá - PE
260760,2025,25658,Ilha de Itamaracá - PE
260765,2001,35054,Itambé - PE
260765,2002,35136,Itambé - PE
260765,2003,35207,Itambé - PE
260765,2004,35358,Itambé - PE
260765,2005,35441,Itambé - PE
260765,2006,35523,Itambé - PE
260765,2008,36049,Itambé - PE
260765,2009,36126,Itambé - PE
260765,2011,35430,Itambé - PE
260765,2012,35461,Itambé - PE
260765,2013,36233,Itambé - PE
260765,2014,36256,Itambé - PE
260765,2015,36278,Itambé - PE
260765,2016,36299,Itambé - PE
260765,2017,36320,Itambé - PE
260765,2018,36422,Itambé - PE
260765,2019,36447,Itambé - PE
260765,2020,36471,Itambé - PE
260765,2021,36495,Itambé - PE
260765,2024,36626,Itambé - PE
260765,2025,36652,Itambé - PE
260770,2001,14654,Itapetim - PE
260770,2002,14578,Itapetim - PE
260770,2003,14491,Itapetim - PE
260770,2004,14308,Itapetim - PE
260770,2005,14207,Itapetim - PE
260770,2006,14107,Itapetim - PE
260770,2008,14140,Itapetim - PE
260770,2009,14063,Itapetim - PE
260770,2011,13814,Itapetim - PE
260770,2012,13748,Itapetim - PE
260770,2013,13932,Itapetim - PE
260770,2014,13855,Itapetim - PE
260770,2015,13780,Itapetim - PE
260770,2016,13708,Itapetim - PE
260770,2017,13638,Itapetim - PE
260770,2018,13680,Itapetim - PE
260770,2019,13616,Itapetim - PE
260770,2020,13553,Itapetim - PE
260770,2021,13492,Itapetim - PE
260770,2024,14232,Itapetim - PE
260770,2025,14236,Itapetim - PE
260775,2001,20590,Itapissuma - PE
260775,2002,20896,Itapissuma - PE
260775,2003,21258,Itapissuma - PE
260775,2004,22018,Itapissuma - PE
260775,2005,22439,Itapissuma - PE
260775,2006,22857,Itapissuma - PE
260775,2008,24026,Itapissuma - PE
260775,2009,24406,Itapissuma - PE
260775,2011,24050,Itapissuma - PE
260775,2012,24321,Itapissuma - PE
260775,2013,25220,Itapissuma - PE
260775,2014,25514,Itapissuma - PE
260775,2015,25798,Itapissuma - PE
260775,2016,26073,Itapissuma - PE
260775,2017,26338,Itapissuma - PE
260775,2018,26397,Itapissuma - PE
260775,2019,26651,Itapissuma - PE
260775,2020,26900,Itapissuma - PE
260775,2021,27144,Itapissuma - PE
260775,2024,29463,Itapissuma - PE
260775,2025,29669,Itapissuma - PE
260780,2001,15063,Itaquitinga - PE
260780,2002,15144,Itaquitinga - PE
260780,2003,15234,Itaquitinga - PE
260780,2004,15424,Itaquitinga - PE
260780,2005,15528,Itaquitinga - PE
260780,2006,15632,Itaquitinga - PE
260780,2008,15468,Itaquitinga - PE
260780,2009,15507,Itaquitinga - PE
260780,2011,15749,Itaquitinga - PE
260780,2012,16221,Itaquitinga - PE
260780,2013,16638,Itaquitinga - PE
260780,2014,16696,Itaquitinga - PE
260780,2015,16753,Itaquitinga - PE
260780,2016,16806,Itaquitinga - PE
260780,2017,16859,Itaquitinga - PE
260780,2018,16903,Itaquitinga - PE
260780,2019,16955,Itaquitinga - PE
260780,2020,17006,Itaquitinga - PE
260780,2021,17056,Itaquitinga - PE
260780,2024,17109,Itaquitinga - PE
260780,2025,17142,Itaquitinga - PE
260790,2001,592297,Jaboatão dos Guararapes - PE
260790,2002,601426,Jaboatão dos Guararapes - PE
260790,2003,610648,Jaboatão dos Guararapes - PE
260790,2004,630008,Jaboatão dos Guararapes - PE
260790,2005,640722,Jaboatão dos Guararapes - PE
260790,2006,651355,Jaboatão dos Guararapes - PE
260790,2008,678346,Jaboatão dos Guararapes - PE
260790,2009,687688,Jaboatão dos Guararapes - PE
260790,2011,649788,Jaboatão dos Guararapes - PE
260790,2012,654786,Jaboatão dos Guararapes - PE
260790,2013,675599,Jaboatão dos Guararapes - PE
260790,2014,680943,Jaboatão dos Guararapes - PE
260790,2015,686122,Jaboatão dos Guararapes - PE
260790,2016,691125,Jaboatão dos Guararapes - PE
260790,2017,695956,Jaboatão dos Guararapes - PE
260790,2018,697636,Jaboatão dos Guararapes - PE
260790,2019,702298,Jaboatão dos Guararapes - PE
260790,2020,706867,Jaboatão dos Guararapes - PE
260790,2021,711330,Jaboatão dos Guararapes - PE
260790,2024,683285,Jaboatão dos Guararapes - PE
260790,2025,684293,Jaboatão dos Guararapes - PE
260795,2001,11801,Jaqueira - PE
260795,2002,11932,Jaqueira - PE
260795,2003,12062,Jaqueira - PE
260795,2004,12334,Jaqueira - PE
260795,2005,12485,Jaqueira - PE
260795,2006,12635,Jaqueira - PE
260795,2008,12560,Jaqueira - PE
260795,2009,12642,Jaqueira - PE
260795,2011,11490,Jaqueira - PE
260795,2012,11479,Jaqueira - PE
260795,2013,11696,Jaqueira - PE
260795,2014,11680,Jaqueira - PE
260795,2015,11664,Jaqueira - PE
260795,2016,11649,Jaqueira - PE
260795,2017,11634,Jaqueira - PE
260795,2018,11668,Jaqueira - PE
260795,2019,11656,Jaqueira - PE
260795,2020,11644,Jaqueira - PE
260795,2021,11632,Jaqueira - PE
260795,2024,10483,Jaqueira - PE
260795,2025,10440,Jaqueira - PE
260800,2001,14663,Jataúba - PE
260800,2002,14696,Jataúba - PE
260800,2003,14716,Jataúba - PE
260800,2004,14757,Jataúba - PE
260800,2005,14780,Jataúba - PE
260800,2006,14803,Jataúba - PE
260800,2008,15311,Jataúba - PE
260800,2009,15365,Jataúba - PE
260800,2011,15909,Jataúba - PE
260800,2012,16219,Jataúba - PE
260800,2013,16679,Jataúba - PE
260800,2014,16770,Jataúba - PE
260800,2015,16858,Jataúba - PE
260800,2016,16943,Jataúba - PE
260800,2017,17026,Jataúba - PE
260800,2018,17070,Jataúba - PE
260800,2019,17150,Jataúba - PE
260800,2020,17228,Jataúba - PE
260800,2021,17305,Jataúba - PE
260800,2024,16323,Jataúba - PE
260800,2025,16328,Jataúba - PE
260805,2001,13386,Jatobá - PE
260805,2002,13562,Jatobá - PE
260805,2003,13755,Jatobá - PE
260805,2004,14158,Jatobá - PE
260805,2005,14382,Jatobá - PE
260805,2006,14603,Jatobá - PE
260805,2008,14342,Jatobá - PE
260805,2009,14452,Jatobá - PE
260805,2011,14026,Jatobá - PE
260805,2012,14087,Jatobá - PE
260805,2013,14464,Jatobá - PE
260805,2014,14526,Jatobá - PE
260805,2015,14587,Jatobá - PE
260805,2016,14646,Jatobá - PE
260805,2017,14703,Jatobá - PE
260805,2018,14740,Jatobá - PE
260805,2019,14796,Jatobá - PE
260805,2020,14850,Jatobá - PE
260805,2021,14904,Jatobá - PE
260805,2024,14463,Jatobá - PE
260805,2025,14477,Jatobá - PE
260810,2001,26920,João Alfredo - PE
260810,2002,26940,João Alfredo - PE
260810,2003,26901,João Alfredo - PE
260810,2004,26820,João Alfredo - PE
260810,2005,26775,João Alfredo - PE
260810,2006,26730,João Alfredo - PE
260810,2008,29634,João Alfredo - PE
260810,2009,29875,João Alfredo - PE
260810,2011,31029,João Alfredo - PE
260810,2012,31305,João Alfredo - PE
260810,2013,32355,João Alfredo - PE
260810,2014,32651,João Alfredo - PE
260810,2015,32939,João Alfredo - PE
260810,2016,33217,João Alfredo - PE
260810,2017,33485,João Alfredo - PE
260810,2018,33563,João Alfredo - PE
260810,2019,33822,João Alfredo - PE
260810,2020,33328,João Alfredo - PE
260810,2021,33570,João Alfredo - PE
260810,2024,28903,João Alfredo - PE
260810,2025,28842,João Alfredo - PE
260820,2001,15948,Joaquim Nabuco - PE
260820,2002,15972,Joaquim Nabuco - PE
260820,2003,15994,Joaquim Nabuco - PE
260820,2004,16039,Joaquim Nabuco - PE
260820,2005,16065,Joaquim Nabuco - PE
260820,2006,16090,Joaquim Nabuco - PE
260820,2008,16458,Joaquim Nabuco - PE
260820,2009,16498,Joaquim Nabuco - PE
260820,2011,15762,Joaquim Nabuco - PE
260820,2012,15751,Joaquim Nabuco - PE
260820,2013,16056,Joaquim Nabuco - PE
260820,2014,16038,Joaquim Nabuco - PE
260820,2015,16021,Joaquim Nabuco - PE
260820,2016,16004,Joaquim Nabuco - PE
260820,2017,15989,Joaquim Nabuco - PE
260820,2018,16036,Joaquim Nabuco - PE
260820,2019,16023,Joaquim Nabuco - PE
260820,2020,16011,Joaquim Nabuco - PE
260820,2021,15999,Joaquim Nabuco - PE
260820,2024,13506,Joaquim Nabuco - PE
260820,2025,13416,Joaquim Nabuco - PE
260825,2001,9894,Jucati - PE
260825,2002,10036,Jucati - PE
260825,2003,10194,Jucati - PE
260825,2004,10526,Jucati - PE
260825,2005,10710,Jucati - PE
260825,2006,10892,Jucati - PE
260825,2008,10965,Jucati - PE
260825,2009,11086,Jucati - PE
260825,2011,10674,Jucati - PE
260825,2012,10742,Jucati - PE
260825,2013,11061,Jucati - PE
260825,2014,11133,Jucati - PE
260825,2015,11202,Jucati - PE
260825,2016,11269,Jucati - PE
260825,2017,11334,Jucati - PE
260825,2018,11361,Jucati - PE
260825,2019,11424,Jucati - PE
260825,2020,11485,Jucati - PE
260825,2021,11545,Jucati - PE
260825,2024,11975,Jucati - PE
260825,2025,12023,Jucati - PE
260830,2001,12396,Jupi - PE
260830,2002,12442,Jupi - PE
260830,2003,12495,Jupi - PE
260830,2004,12606,Jupi - PE
260830,2005,12667,Jupi - PE
260830,2006,12727,Jupi - PE
260830,2008,14274,Jupi - PE
260830,2009,14461,Jupi - PE
260830,2011,13804,Jupi - PE
260830,2012,13899,Jupi - PE
260830,2013,14325,Jupi - PE
260830,2014,14427,Jupi - PE
260830,2015,14525,Jupi - PE
260830,2016,14620,Jupi - PE
260830,2017,14712,Jupi - PE
260830,2018,14747,Jupi - PE
260830,2019,14836,Jupi - PE
260830,2020,14922,Jupi - PE
260830,2021,15007,Jupi - PE
260830,2024,15943,Jupi - PE
260830,2025,16022,Jupi - PE
260840,2001,13844,Jurema - PE
260840,2002,13963,Jurema - PE
260840,2003,14065,Jurema - PE
260840,2004,14281,Jurema - PE
260840,2005,14401,Jurema - PE
260840,2006,14519,Jurema - PE
260840,2008,15396,Jurema - PE
260840,2009,15552,Jurema - PE
260840,2011,14603,Jurema - PE
260840,2012,14662,Jurema - PE
260840,2013,15050,Jurema - PE
260840,2014,15112,Jurema - PE
260840,2015,15171,Jurema - PE
260840,2016,15229,Jurema - PE
260840,2017,15284,Jurema - PE
260840,2018,15323,Jurema - PE
260840,2019,15378,Jurema - PE
260840,2020,15431,Jurema - PE
260840,2021,15483,Jurema - PE
260840,2024,14027,Jurema - PE
260840,2025,14002,Jurema - PE
260845,2001,13327,Lagoa do Carro - PE
260845,2002,13534,Lagoa do Carro - PE
260845,2003,13730,Lagoa do Carro - PE
260845,2004,14143,Lagoa do Carro - PE
260845,2005,14372,Lagoa do Carro - PE
260845,2006,14599,Lagoa do Carro - PE
260845,2008,15044,Lagoa do Carro - PE
260845,2009,15230,Lagoa do Carro - PE
260845,2011,16211,Lagoa do Carro - PE
260845,2012,16408,Lagoa do Carro - PE
260845,2013,17034,Lagoa do Carro - PE
260845,2014,17247,Lagoa do Carro - PE
260845,2015,17454,Lagoa do Carro - PE
260845,2016,17654,Lagoa do Carro - PE
260845,2017,17847,Lagoa do Carro - PE
260845,2018,17886,Lagoa do Carro - PE
260845,2019,18071,Lagoa do Carro - PE
260845,2020,18252,Lagoa do Carro - PE
260845,2021,18429,Lagoa do Carro - PE
260845,2024,18708,Lagoa do Carro - PE
260845,2025,18804,Lagoa do Carro - PE
260850,2001,20325,Lagoa de Itaenga - PE
260850,2002,20943,Lagoa de Itaenga - PE
260850,2003,21301,Lagoa de Itaenga - PE
260850,2004,22052,Lagoa de Itaenga - PE
260850,2005,22468,Lagoa de Itaenga - PE
260850,2006,22880,Lagoa de Itaenga - PE
260850,2008,20593,Lagoa de Itaenga - PE
260850,2009,20618,Lagoa de Itaenga - PE
260850,2011,20697,Lagoa de Itaenga - PE
260850,2012,20733,Lagoa de Itaenga - PE
260850,2013,21210,Lagoa de Itaenga - PE
260850,2014,21244,Lagoa de Itaenga - PE
260850,2015,21276,Lagoa de Itaenga - PE
260850,2016,21308,Lagoa de Itaenga - PE
260850,2017,21338,Lagoa de Itaenga - PE
260850,2018,21397,Lagoa de Itaenga - PE
260850,2019,21429,Lagoa de Itaenga - PE
260850,2020,21460,Lagoa de Itaenga - PE
260850,2021,21490,Lagoa de Itaenga - PE
260850,2024,19915,Lagoa de Itaenga - PE
260850,2025,19863,Lagoa de Itaenga - PE
